,Tên xe,Năm SX,Kiểu dáng,Tình trạng,Xuất xứ,Tỉnh thành,Km đã đi,Quận huyện,Hộp số,Nhiên liệu
514,"

                Volkswagen Tiguan Allspace 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
515,"

                Hyundai Santa Fe 2.4L Xăng tiêu chuẩn 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
516,"

                Ford Ranger Raptor 2.0L AT 4x4 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Đống Đa
",Hộp số Số tự động,Nhiên liệu Xăng
517,"

                Hyundai Grand i10 1.2 MT 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
518,"

                Mitsubishi Triton 4x2 AT Mivec 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
519,"

                Ford Ranger XLS 2.2 4x2 AT 2016
            
",Năm SX 2016,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đà Nẵng
",Km đã đi 68.000 km,"
Quận huyện
Cẩm Lệ
",Hộp số Số tự động,Nhiên liệu Diesel
520,"

                Peugeot 5008 Allure 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
521,"

                Peugeot 2008 Active 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
522,"

                Hyundai Accent 1.4 AT đặc biệt 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Bình Phước
",None,"
Quận huyện
Đồng Xoài
",Hộp số Số tự động,Nhiên liệu Xăng
523,"

                Hyundai Creta 1.5L Tiêu chuẩn 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
524,"

                Toyota Camry 1995
            
",Năm SX 1995,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 150.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
525,"

                Mercedes-Benz GLS 450 4MATIC 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
526,"

                Mercedes-Benz GLC 300 4MATIC 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
527,"

                Mercedes-Benz GLC 200 2.0 I4 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
528,"

                Toyota Corolla Altis 1.8G CVT 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 8.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
529,"  Honda Accord 1.5 Turbo 2022
             ",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Tp.HCM ,Km đã đi 7.000 km, Quận huyện Quận 10 ,Hộp số Số tự động,Nhiên liệu Xăng
530,"

                Mercedes-Benz GLC 200 2.0 I4 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
531,"

                Mercedes-Benz G63 4.0 V8 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
532,"

                Mercedes-Benz C300 AMG 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
533,"

                Ford Ranger Wildtrak 2.0l bi-turbo 4x4 10 AT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Đống Đa
",Hộp số Số tự động,Nhiên liệu Diesel
534,"

                Mercedes-Benz E300 AMG 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
535,"

                Toyota Vios  2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Bình Dương
",Km đã đi 54.000 km,"
Quận huyện
Dĩ An
",Hộp số Số tay,Nhiên liệu Xăng
536,"

                Mercedes-Benz GLS 450 4MATIC 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
537,"

                Mercedes-Benz G63 Edition 55 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
538,"  Toyota Yaris 1.5G CVT 2017
             ",Năm SX 2017,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Tp.HCM ,Km đã đi 50.000 km, Quận huyện Tân Phú ,Hộp số Số tự động,Nhiên liệu Xăng
539,"

                Kia Carens 1.5L MT Deluxe 2022
            
",Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Phú Nhuận
",Hộp số Số tay,Nhiên liệu Xăng
540,"

                Honda CR-V 1.5 L 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
541,"

                Peugeot 3008 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 15.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
542,"

                Hyundai Stargazer 1.5 AT tiêu chuẩn 2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
543,"

                Toyota Corolla Cross 1.8 HV 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 13.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Hybrid
544,"

                Ford Territory 1.5L Titanium 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Khánh Hòa
",None,"
Quận huyện
Nha Trang
",Hộp số Số tự động,Nhiên liệu Xăng
545,"

                Toyota Sienna Platinum 2.5L AT FWD 2020
            
",Năm SX 2020,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
546,"

                Volkswagen Tiguan Allspace 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
547,"

                Toyota Vios 1.5E MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 68.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tay,Nhiên liệu Xăng
548,"

                Volkswagen Touareg Luxury 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
549,"

                Mercedes-Benz E300 AMG 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
550,"

                Land Rover Range Rover SV 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 10.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
551,"

                Hyundai Kona 2.0 AT Tiêu chuẩn 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 51.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
552,"

                Toyota Vios 1.5 G CVT 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
553,"

                Hyundai Stargazer 1.5 AT Cao cấp 2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 6
",Hộp số Số tự động,Nhiên liệu Xăng
554,"

                Toyota Corolla Cross 1.8 V  2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
555,"

                Lexus RX 350 Premium  2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 1.200 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
556,"

                Lexus LX 570 MBS 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
557,"

                Ford Ranger wildtrak 4x4 at 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Khánh Hòa
",None,"
Quận huyện
Nha Trang
",Hộp số Số tự động,Nhiên liệu Diesel
558,"

                Ford Everest Titanium 2.0L AT 4WD 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
559,"

                Hyundai Creta 1.5L Cao cấp 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hòa Bình
",None,"
Quận huyện
Hòa Bình
",Hộp số Số tự động,Nhiên liệu Xăng
560,"

                VinFast VF5 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hai Bà Trưng
",Hộp số Số tự động,Nhiên liệu Điện
561,"

                Toyota Vios 1.5E MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Nam Định
",Km đã đi 60.000 km,"
Quận huyện
Nam Định
",Hộp số Số tay,Nhiên liệu Xăng
562,"

                Toyota Vios 1.5E MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 60.000 km,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
563,"

                Toyota Land Cruiser 200 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 25.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
564,"

                Lexus LX 600 Urban 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
565,"

                Lexus LX 570 Super Sport 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 33.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
566,"

                Mercedes-Benz S450 Luxury 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
567,"

                Audi A7 55 TFSI quattro 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đà Nẵng
",None,"
Quận huyện
Hải Châu
",Hộp số Số tự động,Nhiên liệu Xăng
568,"  Honda Civic 1.5 G 2022
             ",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Tp.HCM ,Km đã đi 700 km, Quận huyện Quận 10 ,Hộp số Số tự động,Nhiên liệu Xăng
569,"

                Audi Q5 45 TFSI quattro 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đà Nẵng
",None,"
Quận huyện
Hải Châu
",Hộp số Số tự động,Nhiên liệu Xăng
570,"  Toyota Corolla Cross 1.8 HV 2021
             ",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 13.000 km, Quận huyện Long Biên ,Hộp số Số tự động,Nhiên liệu Hybrid
571,"  Ford Territory 1.5L Titanium 2023
             ",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Khánh Hòa ,None, Quận huyện Nha Trang ,Hộp số Số tự động,Nhiên liệu Xăng
572,"  Toyota Sienna Platinum 2.5L AT FWD 2020
             ",Năm SX 2020,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 30.000 km, Quận huyện Hà Đông ,Hộp số Số tự động,Nhiên liệu Xăng
573,"  Volkswagen Tiguan Allspace 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,None, Quận huyện Bắc Từ Liêm ,Hộp số Số tự động,Nhiên liệu Xăng
574,"  Toyota Vios 1.5E MT 2017
             ",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 68.000 km, Quận huyện Thanh Xuân ,Hộp số Số tay,Nhiên liệu Xăng
575,"  Volkswagen Touareg Luxury 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,None, Quận huyện Bắc Từ Liêm ,Hộp số Số tự động,Nhiên liệu Xăng
576,"  Mercedes-Benz E300 AMG 2021
             ",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 20.000 km, Quận huyện Hà Đông ,Hộp số Số tự động,Nhiên liệu Xăng
577,"  Land Rover Range Rover SV 2021
             ",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,Km đã đi 10.000 km, Quận huyện Hà Đông ,Hộp số Số tự động,Nhiên liệu Xăng
578,"  Hyundai Kona 2.0 AT Tiêu chuẩn 2018
             ",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 51.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Xăng
579,"  Toyota Vios 1.5 G CVT 2023
             ",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Hải Phòng ,None, Quận huyện Ngô Quyền ,Hộp số Số tự động,Nhiên liệu Xăng
580,"  Hyundai Stargazer 1.5 AT Cao cấp 2023
             ",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Tp.HCM ,None, Quận huyện Quận 6 ,Hộp số Số tự động,Nhiên liệu Xăng
581,"  Toyota Corolla Cross 1.8 V  2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Hải Phòng ,None, Quận huyện Ngô Quyền ,Hộp số Số tự động,Nhiên liệu Xăng
582,"  Lexus RX 350 Premium  2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 1.200 km, Quận huyện Hà Đông ,Hộp số Số tự động,Nhiên liệu Xăng
583,"  Lexus LX 570 MBS 2020
             ",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,Km đã đi 20.000 km, Quận huyện Hà Đông ,Hộp số Số tự động,Nhiên liệu Xăng
584,"  Ford Ranger wildtrak 4x4 at 2023
             ",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Khánh Hòa ,None, Quận huyện Nha Trang ,Hộp số Số tự động,Nhiên liệu Diesel
585,"  Ford Everest Titanium 2.0L AT 4WD 2020
             ",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 30.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Xăng
586,"  Hyundai Creta 1.5L Cao cấp 2023
             ",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Hòa Bình ,None, Quận huyện Hòa Bình ,Hộp số Số tự động,Nhiên liệu Xăng
587,"  VinFast VF5 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,None, Quận huyện Hai Bà Trưng ,Hộp số Số tự động,Nhiên liệu Điện
588,"  Toyota Vios 1.5E MT 2017
             ",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Nam Định ,Km đã đi 60.000 km, Quận huyện Nam Định ,Hộp số Số tay,Nhiên liệu Xăng
589,"  Toyota Vios 1.5E MT 2017
             ",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hải Phòng ,Km đã đi 60.000 km, Quận huyện An Dương ,Hộp số Số tay,Nhiên liệu Xăng
